Row_Col_Event,EventTime,ConfidenceIndex,QualityLevel
r6_c8_ev5,0.359,0.9995,High
r6_c8_ev6,0.42438,0.9317,High
r6_c8_ev7,0.461,0.99946,High
r6_c8_ev8,0.56699,0.99969,High
r6_c8_ev9,0.773,0.99964,High
r6_c8_ev10,0.874,0.99967,High
r6_c9_ev1,0.052043,0.99992,High
r6_c9_ev2,0.15607,0.99078,High
r6_c9_ev3,0.188,0.78953,Indeterminant
r6_c9_ev4,0.25999,0.99976,High
r6_c9_ev5,0.35901,0.99965,High
r6_c9_ev6,0.54538,0.93147,High
r6_c9_ev7,0.56499,0.99905,High
r6_c9_ev8,0.669,0.99974,High
r6_c9_ev9,0.77001,0.99958,High
r6_c9_ev10,0.98005,0.99969,High
r7_c1_ev1,0.051081,0.99977,High
r7_c1_ev2,0.151,0.99965,High
r7_c1_ev3,0.258,0.99977,High
r7_c1_ev4,0.31439,0.93168,High
r7_c1_ev5,0.36299,0.99966,High
r7_c1_ev6,0.462,0.99958,High
r7_c1_ev7,0.56894,0.99968,High
r7_c1_ev8,0.627,0.78981,Indeterminant
r7_c1_ev9,0.67098,0.99938,High
r7_c1_ev10,0.771,0.99967,High
r7_c1_ev11,0.873,0.99967,High
r7_c1_ev12,0.98007,0.99961,High
r7_c2_ev1,0.053178,0.99881,High
r7_c2_ev2,0.15299,0.99995,High
r7_c2_ev3,0.191,0.78929,Indeterminant
r7_c2_ev4,0.361,0.99968,High
r7_c2_ev5,0.465,0.99968,High
r7_c2_ev6,0.564,0.99959,High
r7_c2_ev7,0.668,0.99965,High
r7_c2_ev8,0.771,0.99966,High
r7_c2_ev9,0.87599,0.99901,High
r7_c2_ev10,0.93937,0.9324,High
r7_c2_ev11,0.97502,0.98679,High
r7_c3_ev1,0.46402,0.99962,High
r7_c3_ev2,0.50838,0.93197,High
r7_c3_ev3,0.818,0.78958,Indeterminant
r7_c4_ev1,0.151,0.99968,High
r7_c4_ev2,0.259,0.99957,High
r7_c4_ev3,0.32438,0.93171,High
r7_c4_ev4,0.461,0.99961,High
r7_c4_ev5,0.543,0.7889,Indeterminant
r7_c4_ev6,0.56308,0.99986,High
r7_c4_ev7,0.667,0.99946,High
r7_c4_ev8,0.874,0.99968,High
r7_c5_ev1,0.052054,0.99788,High
r7_c5_ev2,0.153,0.99966,High
r7_c5_ev3,0.25991,0.99938,High
r7_c5_ev4,0.279,0.78888,Indeterminant
r7_c5_ev5,0.35699,0.99986,High
r7_c5_ev6,0.43838,0.9321,High
r7_c5_ev7,0.46601,0.99983,High
r7_c5_ev8,0.566,0.99966,High
r7_c5_ev9,0.671,0.99968,High
r7_c5_ev10,0.774,0.99967,High
r7_c5_ev11,0.876,0.99966,High
r7_c5_ev12,0.97704,0.99844,High
r7_c6_ev1,0.088,0.79374,Indeterminant
r7_c6_ev2,0.256,0.99968,High
r7_c6_ev3,0.567,0.99965,High
r7_c6_ev4,0.668,0.99966,High
r7_c6_ev5,0.876,0.99917,High
r7_c6_ev6,0.94037,0.93233,High
r7_c7_ev1,0.153,0.99969,High
r7_c7_ev2,0.26,0.99967,High
r7_c7_ev3,0.461,0.99967,High
r7_c7_ev4,0.668,0.99956,High
r7_c7_ev5,0.842,0.78887,Indeterminant
r7_c7_ev6,0.87705,0.9993,High
r7_c7_ev7,0.92437,0.9324,High
r7_c8_ev1,0.052107,0.99811,High
r7_c8_ev2,0.15706,0.99846,High
r7_c8_ev3,0.216,0.78961,Indeterminant
r7_c8_ev4,0.25907,0.99981,High
r7_c8_ev5,0.357,0.99968,High
r7_c8_ev6,0.46302,0.99911,High
r7_c8_ev7,0.50938,0.93202,High
r7_c8_ev8,0.56701,0.99975,High
r7_c8_ev9,0.67,0.99967,High
r7_c8_ev10,0.77,0.99968,High
r7_c8_ev11,0.878,0.99965,High
r7_c8_ev12,0.97817,0.99287,High
r7_c9_ev1,0.050067,0.99598,High
r7_c9_ev2,0.099,0.78928,Indeterminant
r7_c9_ev3,0.15699,0.9996,High
r7_c9_ev4,0.36,0.99958,High
r7_c9_ev5,0.70438,0.93186,High
r7_c9_ev6,0.772,0.99956,High
r8_c1_ev1,0.049077,0.99944,High
r8_c1_ev2,0.155,0.99966,High
r8_c1_ev3,0.357,0.99966,High
r8_c1_ev4,0.462,0.99973,High
r8_c1_ev5,0.563,0.99942,High
r8_c1_ev6,0.64138,0.93212,High
r8_c1_ev7,0.66802,0.99997,High
r8_c1_ev8,0.774,0.99968,High
r8_c1_ev9,0.87401,0.9995,High
r8_c1_ev10,0.91,0.78823,Indeterminant
r8_c1_ev11,0.97503,0.99535,High
r8_c2_ev1,0.051996,0.9961,High
r8_c2_ev2,0.155,0.99963,High
r8_c2_ev3,0.257,0.99968,High
r8_c2_ev4,0.36101,0.99969,High
r8_c2_ev5,0.40538,0.93208,High
r8_c2_ev6,0.464,0.99978,High
r8_c2_ev7,0.564,0.99965,High
r8_c2_ev8,0.673,0.99967,High
r8_c2_ev9,0.877,0.99998,High
r8_c2_ev10,0.924,0.78988,Indeterminant
r8_c2_ev11,0.97833,0.99519,High
r8_c3_ev1,0.426,0.77836,Indeterminant
r8_c4_ev1,0.153,0.99962,High
r8_c4_ev2,0.25998,0.9999,High
r8_c4_ev3,0.32938,0.93195,High
r8_c4_ev4,0.464,0.99974,High
r8_c4_ev5,0.564,0.9996,High
r8_c4_ev6,0.66895,0.99912,High
r8_c4_ev7,0.695,0.78989,Indeterminant
r8_c4_ev8,0.877,0.99964,High
r8_c5_ev1,0.049069,0.99909,High
r8_c5_ev2,0.15598,0.99972,High
r8_c5_ev3,0.19339,0.93158,High
r8_c5_ev4,0.257,0.99966,High
r8_c5_ev5,0.362,0.99973,High
r8_c5_ev6,0.464,0.99973,High
r8_c5_ev7,0.568,0.99965,High
r8_c5_ev8,0.673,0.99973,High
r8_c5_ev9,0.772,0.99957,High
r8_c5_ev10,0.85,0.78936,Indeterminant
r8_c5_ev11,0.87299,0.9974,High
r8_c5_ev12,0.97907,0.99875,High
r8_c6_ev1,0.26,0.99967,High
r8_c6_ev2,0.43739,0.93171,High
r8_c6_ev3,0.46202,0.99887,High
r8_c6_ev4,0.519,0.78926,Indeterminant
r8_c6_ev5,0.56806,0.99871,High
r8_c6_ev6,0.672,0.99956,High
r8_c6_ev7,0.875,0.99965,High
r8_c7_ev1,0.15198,0.99961,High
r8_c7_ev2,0.20538,0.93187,High
r8_c7_ev3,0.26003,0.99948,High
r8_c7_ev4,0.45999,0.99997,High
r8_c7_ev5,0.513,0.78935,Indeterminant
r8_c7_ev6,0.568,0.99954,High
r8_c7_ev7,0.673,0.9997,High
r8_c7_ev8,0.878,0.9996,High
r8_c8_ev1,0.052098,0.99867,High
r8_c8_ev2,0.156,0.9997,High
r8_c8_ev3,0.259,0.99968,High
r8_c8_ev4,0.36204,0.99137,High
r8_c8_ev5,0.39438,0.93173,High
r8_c8_ev6,0.46,0.99961,High
r8_c8_ev7,0.565,0.99977,High
r8_c8_ev8,0.669,0.9997,High
r8_c8_ev9,0.77401,0.99998,High
r8_c8_ev10,0.798,0.78989,Indeterminant
r8_c8_ev11,0.87599,0.99999,High
r8_c8_ev12,0.97604,0.99561,High
r8_c9_ev1,0.117,0.79138,Indeterminant
r8_c9_ev2,0.15699,0.99983,High
r8_c9_ev3,0.357,0.99964,High
r8_c9_ev4,0.70839,0.93177,High
r8_c9_ev5,0.769,0.99975,High
r9_c1_ev1,0.051042,0.99379,High
r9_c1_ev2,0.154,0.99957,High
r9_c1_ev3,0.20639,0.93255,High
r9_c1_ev4,0.222,0.79162,Indeterminant
r9_c1_ev5,0.358,0.99964,High
r9_c1_ev6,0.466,0.99966,High
r9_c1_ev7,0.775,0.99966,High
r9_c2_ev1,0.053976,0.99996,High
r9_c2_ev2,0.152,0.99962,High
r9_c2_ev3,0.261,0.99963,High
r9_c2_ev4,0.357,0.99923,High
r9_c2_ev5,0.466,0.99964,High
r9_c2_ev6,0.564,0.99944,High
r9_c2_ev7,0.667,0.99986,High
r9_c2_ev8,0.738,0.78953,Indeterminant
r9_c2_ev9,0.769,1,High
r9_c2_ev10,0.878,0.99919,High
r9_c2_ev11,0.91038,0.93178,High
r9_c2_ev12,0.97498,0.99385,High
r9_c3_ev1,0.464,0.99966,High
r9_c3_ev2,0.647,0.78955,Indeterminant
r9_c3_ev3,0.90538,0.93201,High
r9_c4_ev1,0.15499,0.99964,High
r9_c4_ev2,0.25602,0.9984,High
r9_c4_ev3,0.286,0.78957,Indeterminant
r9_c4_ev4,0.46,0.99983,High
r9_c4_ev5,0.49939,0.93167,High
r9_c4_ev6,0.566,0.99959,High
r9_c4_ev7,0.668,0.99963,High
r9_c4_ev8,0.876,0.99969,High
r9_c5_ev1,0.053135,0.99927,High
r9_c5_ev2,0.15701,0.99988,High
r9_c5_ev3,0.228,0.78982,Indeterminant
r9_c5_ev4,0.25605,0.99991,High
r9_c5_ev5,0.359,0.99963,High
r9_c5_ev6,0.462,0.99985,High
r9_c5_ev7,0.51838,0.93189,High
r9_c5_ev8,0.56697,0.99962,High
r9_c5_ev9,0.67,0.99963,High
r9_c5_ev10,0.771,0.99964,High
r9_c5_ev11,0.874,0.99983,High
r9_c5_ev12,0.97704,0.99715,High
r9_c6_ev1,0.257,0.99967,High
r9_c6_ev2,0.563,0.9995,High
r9_c6_ev3,0.61038,0.93184,High
r9_c6_ev4,0.67199,0.99981,High
r9_c6_ev5,0.807,0.78945,Indeterminant
r9_c6_ev6,0.87402,0.99992,High
r9_c7_ev1,0.157,0.99964,High
r9_c7_ev2,0.466,0.99965,High
r9_c7_ev3,0.568,0.99968,High
r9_c7_ev4,0.67202,0.99941,High
r9_c7_ev5,0.708,0.78902,Indeterminant
r9_c7_ev6,0.87801,0.99972,High
r9_c7_ev7,0.92138,0.93283,High
r9_c8_ev1,0.054963,0.99991,High
r9_c8_ev2,0.15599,0.99963,High
r9_c8_ev3,0.214,0.78924,Indeterminant
r9_c8_ev4,0.261,0.99873,High
r9_c8_ev5,0.35801,0.99973,High
r9_c8_ev6,0.463,0.99966,High
r9_c8_ev7,0.569,0.99967,High
r9_c8_ev8,0.667,0.9996,High
r9_c8_ev9,0.769,0.9995,High
r9_c8_ev10,0.878,0.99976,High
r9_c8_ev11,0.94841,0.93028,High
r9_c8_ev12,0.98106,0.99989,High
r9_c9_ev1,0.055025,0.99974,High
r9_c9_ev2,0.15598,0.99882,High
r9_c9_ev3,0.181,0.78997,Indeterminant
r9_c9_ev4,0.30939,0.93174,High
r9_c9_ev5,0.35697,0.99969,High
r9_c9_ev6,0.77,0.99966,High
r10_c1_ev1,0.052984,0.99979,High
r10_c1_ev2,0.153,0.99962,High
r10_c1_ev3,0.25703,0.99736,High
r10_c1_ev4,0.279,0.789,Indeterminant
r10_c1_ev5,0.363,0.9997,High
r10_c1_ev6,0.461,0.99963,High
r10_c1_ev7,0.569,0.99963,High
r10_c1_ev8,0.667,0.99971,High
r10_c1_ev9,0.72539,0.93187,High
r10_c1_ev10,0.77299,0.99969,High
r10_c1_ev11,0.879,0.99963,High
r10_c1_ev12,0.9781,0.99934,High
r10_c2_ev1,0.049327,0.98125,High
r10_c2_ev2,0.15401,0.99949,High
r10_c2_ev3,0.215,0.79009,Indeterminant
r10_c2_ev4,0.25601,0.99945,High
r10_c2_ev5,0.36,0.99976,High
r10_c2_ev6,0.563,0.99979,High
r10_c2_ev7,0.668,0.99967,High
r10_c2_ev8,0.773,0.99975,High
r10_c2_ev9,0.87501,0.99984,High
r10_c2_ev10,0.91739,0.93191,High
r10_c2_ev11,0.97909,0.99973,High
r10_c3_ev1,0.127,0.78799,Indeterminant
r10_c3_ev2,0.20639,0.93122,High
r10_c3_ev3,0.25599,0.99955,High
r10_c3_ev4,0.463,0.99959,High
r10_c3_ev5,0.568,0.99972,High
r10_c3_ev6,0.672,0.99958,High
r10_c3_ev7,0.873,0.99968,High
r10_c4_ev1,0.04902,0.99641,High
r10_c4_ev2,0.153,0.99968,High
r10_c4_ev3,0.261,0.99958,High
r10_c4_ev4,0.358,0.99965,High
r10_c4_ev5,0.464,0.99965,High
r10_c4_ev6,0.564,0.99964,High
r10_c4_ev7,0.77499,0.99937,High
r10_c4_ev8,0.823,0.78936,Indeterminant
r10_c4_ev9,0.877,0.99858,High
r10_c4_ev10,0.92537,0.93186,High
r10_c4_ev11,0.98104,0.99978,High
r10_c5_ev1,0.096394,0.931,High
r10_c5_ev2,0.26,0.99967,High
r10_c5_ev3,0.362,0.99931,High
r10_c5_ev4,0.417,0.78954,Indeterminant
r10_c5_ev5,0.564,0.99967,High
r10_c5_ev6,0.667,0.99962,High
r10_c5_ev7,0.87598,0.99968,High
r10_c5_ev8,0.97805,0.99967,High
r10_c6_ev1,0.094,0.78661,Indeterminant
r10_c6_ev2,0.156,0.9998,High
r10_c6_ev3,0.257,0.99971,High
r10_c6_ev4,0.462,0.99969,High
r10_c6_ev5,0.567,0.99967,High
r10_c6_ev6,0.67105,0.99987,High
r10_c6_ev7,0.71538,0.9319,High
r10_c6_ev8,0.877,0.99963,High
r10_c7_ev1,0.15699,0.99951,High
r10_c7_ev2,0.259,0.99967,High
r10_c7_ev3,0.36199,0.99872,High
r10_c7_ev4,0.386,0.78932,Indeterminant
r10_c7_ev5,0.463,0.9994,High
r10_c7_ev6,0.54238,0.93208,High
r10_c7_ev7,0.56704,0.99963,High
r10_c7_ev8,0.672,0.99962,High
r10_c7_ev9,0.769,0.99964,High
r10_c7_ev10,0.874,0.99973,High
r10_c7_ev11,0.98005,0.99972,High
r10_c8_ev1,0.05418,0.99819,High
r10_c8_ev2,0.156,0.99955,High
r10_c8_ev3,0.28138,0.93187,High
r10_c8_ev4,0.363,0.99936,High
r10_c8_ev5,0.774,0.99962,High
r10_c8_ev6,0.915,0.78887,Indeterminant
r10_c9_ev1,0.050052,0.99789,High
r10_c9_ev2,0.156,0.99965,High
r10_c9_ev3,0.361,0.99966,High
r10_c9_ev4,0.461,0.99968,High
r10_c9_ev5,0.564,0.99961,High
r10_c9_ev6,0.64138,0.93201,High
r10_c9_ev7,0.773,0.99963,High
r10_c9_ev8,0.878,0.99974,High
r10_c9_ev9,0.939,0.79038,Indeterminant
r11_c1_ev1,0.050063,0.99373,High
r11_c1_ev2,0.105,0.79085,Indeterminant
r11_c1_ev3,0.15699,0.99946,High
r11_c1_ev4,0.258,0.99963,High
r11_c1_ev5,0.36001,0.9998,High
r11_c1_ev6,0.464,0.99968,High
r11_c1_ev7,0.563,0.9997,High
r11_c1_ev8,0.63738,0.93202,High
r11_c1_ev9,0.66796,0.99994,High
r11_c1_ev10,0.769,0.99965,High
r11_c1_ev11,0.876,0.99962,High
r11_c1_ev12,0.97709,0.98904,High
r11_c2_ev1,0.053032,0.99974,High
r11_c2_ev2,0.156,0.99973,High
r11_c2_ev3,0.25598,0.99709,High
r11_c2_ev4,0.28,0.78972,Indeterminant
r11_c2_ev5,0.36203,0.99988,High
r11_c2_ev6,0.567,0.99967,High
r11_c2_ev7,0.67301,0.9996,High
r11_c2_ev8,0.70238,0.93236,High
r11_c2_ev9,0.77,0.99942,High
r11_c2_ev10,0.877,0.99965,High
r11_c2_ev11,0.97807,0.99698,High
r11_c3_ev1,0.080404,0.93194,High
r11_c3_ev2,0.151,0.99964,High
r11_c3_ev3,0.256,0.99967,High
r11_c3_ev4,0.46502,0.99995,High
r11_c3_ev5,0.49,0.79019,Indeterminant
r11_c3_ev6,0.56302,0.99946,High
r11_c3_ev7,0.669,0.99966,High
r11_c3_ev8,0.879,0.99964,High
r11_c4_ev1,0.052003,0.99948,High
r11_c4_ev2,0.154,0.99965,High
r11_c4_ev3,0.25799,0.99965,High
r11_c4_ev4,0.304,0.78914,Indeterminant
r11_c4_ev5,0.35986,0.9983,High
r11_c4_ev6,0.38239,0.93118,High
r11_c4_ev7,0.462,0.99966,High
r11_c4_ev8,0.569,0.99978,High
r11_c4_ev9,0.671,0.99966,High
r11_c4_ev10,0.771,0.99968,High
r11_c4_ev11,0.876,0.99971,High
r11_c4_ev12,0.98004,0.99988,High
r11_c5_ev1,0.12338,0.93148,High
r11_c5_ev2,0.26099,0.99967,High
r11_c5_ev3,0.362,0.99967,High
r11_c5_ev4,0.463,0.99964,High
r11_c5_ev5,0.564,0.99964,High
r11_c5_ev6,0.672,0.99963,High
r11_c5_ev7,0.873,0.99615,High
r11_c5_ev8,0.904,0.78991,Indeterminant
r11_c5_ev9,0.98104,0.99871,High
r11_c6_ev1,0.12138,0.93144,High
r11_c6_ev2,0.15099,0.99991,High
r11_c6_ev3,0.438,0.78978,Indeterminant
r11_c6_ev4,0.46303,0.99835,High
r11_c6_ev5,0.564,0.99971,High
r11_c6_ev6,0.67,0.99965,High
r11_c6_ev7,0.874,0.99966,High
r11_c7_ev1,0.053277,0.99761,High
r11_c7_ev2,0.151,0.99977,High
r11_c7_ev3,0.25897,0.99999,High
r11_c7_ev4,0.29839,0.93176,High
r11_c7_ev5,0.361,0.99971,High
r11_c7_ev6,0.464,0.99964,High
r11_c7_ev7,0.564,0.99967,High
r11_c7_ev8,0.66801,0.99958,High
r11_c7_ev9,0.75,0.78898,Indeterminant
r11_c7_ev10,0.77107,0.99963,High
r11_c7_ev11,0.876,0.99968,High
r11_c7_ev12,0.98109,0.9997,High
r11_c8_ev1,0.051088,0.99838,High
r11_c8_ev2,0.079377,0.93023,High
r11_c8_ev3,0.151,0.99973,High
r11_c8_ev4,0.359,0.9997,High
r11_c8_ev5,0.74,0.78978,Indeterminant
r11_c8_ev6,0.76897,0.99867,High
r11_c9_ev1,0.05319,0.99895,High
r11_c9_ev2,0.151,0.99976,High
r11_c9_ev3,0.26101,0.99951,High
r11_c9_ev4,0.335,0.79,Indeterminant
r11_c9_ev5,0.36305,0.99981,High
r11_c9_ev6,0.44138,0.93186,High
r11_c9_ev7,0.46301,0.99829,High
r11_c9_ev8,0.878,0.99962,High
r12_c1_ev1,0.051984,0.99369,High
r12_c1_ev2,0.154,0.99965,High
r12_c1_ev3,0.36,0.99966,High
r12_c1_ev4,0.46501,0.99961,High
r12_c1_ev5,0.523,0.78895,Indeterminant
r12_c1_ev6,0.54335,0.93193,High
r12_c1_ev7,0.56816,0.99785,High
r12_c1_ev8,0.668,0.99966,High
r12_c1_ev9,0.775,0.99966,High
r12_c1_ev10,0.876,0.99964,High
r12_c1_ev11,0.97806,0.99907,High
r12_c2_ev1,0.0519,0.96159,High
r12_c2_ev2,0.1054,0.93024,High
r12_c2_ev3,0.132,0.78955,Indeterminant
r12_c2_ev4,0.15096,0.99973,High
r12_c2_ev5,0.258,0.99964,High
r12_c2_ev6,0.357,0.99969,High
r12_c2_ev7,0.463,0.99967,High
r12_c2_ev8,0.568,0.99968,High
r12_c2_ev9,0.67,0.99967,High
r12_c2_ev10,0.775,0.99966,High
r12_c2_ev11,0.879,0.99961,High
r12_c2_ev12,0.98102,0.99977,High
r12_c3_ev1,0.199,0.78962,Indeterminant
r12_c3_ev2,0.25601,0.99953,High
r12_c3_ev3,0.43038,0.9316,High
r12_c3_ev4,0.46599,0.99927,High
r12_c3_ev5,0.565,0.99969,High
r12_c3_ev6,0.67,0.99979,High
r12_c3_ev7,0.879,0.99966,High
r12_c4_ev1,0.053962,0.99264,High
r12_c4_ev2,0.15199,0.99962,High
r12_c4_ev3,0.23538,0.93205,High
r12_c4_ev4,0.26004,0.99979,High
r12_c4_ev5,0.331,0.78946,Indeterminant
r12_c4_ev6,0.463,0.99966,High
r12_c4_ev7,0.567,0.99963,High
r12_c4_ev8,0.671,0.99964,High
r12_c4_ev9,0.77001,0.99966,High
r12_c4_ev10,0.879,0.99966,High
r12_c4_ev11,0.97908,0.99936,High
r12_c5_ev1,0.26,0.99966,High
r12_c5_ev2,0.357,0.99961,High
r12_c5_ev3,0.564,0.99965,High
r12_c5_ev4,0.671,0.99964,High
r12_c5_ev5,0.79838,0.93177,High
r12_c5_ev6,0.875,0.99981,High
r12_c5_ev7,0.947,0.78765,Indeterminant
r12_c5_ev8,0.97917,0.99921,High
r12_c6_ev1,0.151,0.9996,High
r12_c6_ev2,0.46001,0.99954,High
r12_c6_ev3,0.566,0.99893,High
r12_c6_ev4,0.597,0.7891,Indeterminant
r12_c6_ev5,0.80638,0.93191,High
r12_c6_ev6,0.879,0.99965,High
r12_c7_ev1,0.054986,0.99999,High
r12_c7_ev2,0.154,0.99963,High
r12_c7_ev3,0.261,0.99965,High
r12_c7_ev4,0.361,0.99966,High
r12_c7_ev5,0.46302,0.99949,High
r12_c7_ev6,0.522,0.78971,Indeterminant
r12_c7_ev7,0.56605,0.99994,High
r12_c7_ev8,0.66999,0.99975,High
r12_c7_ev9,0.70839,0.93139,High
r12_c7_ev10,0.77,0.99972,High
r12_c7_ev11,0.873,0.9997,High
r12_c7_ev12,0.97499,0.99121,High
r12_c8_ev1,0.053007,0.99289,High
r12_c8_ev2,0.15697,0.99998,High
r12_c8_ev3,0.178,0.78907,Indeterminant
r12_c8_ev4,0.361,0.99963,High
r12_c8_ev5,0.70438,0.93187,High
r12_c8_ev6,0.773,0.99932,High
r12_c9_ev1,0.053079,0.99982,High
r12_c9_ev2,0.15502,0.9982,High
r12_c9_ev3,0.208,0.78924,Indeterminant
r12_c9_ev4,0.26001,0.99991,High
r12_c9_ev5,0.363,0.99965,High
r12_c9_ev6,0.465,0.99969,High
r12_c9_ev7,0.567,0.99963,High
r12_c9_ev8,0.77197,0.99823,High
r12_c9_ev9,0.80638,0.93181,High
r12_c9_ev10,0.87901,0.99963,High
